	crt_76[K]	crt_72-76[CVMNK]	dhfr_51[N]	dhfr_59[C]	dhfr_108[S]	dhfr_164[I]	dhps_437[G]	dhps_540[K]	dhps_581[A]	dhps_613[A]	kelch13_349-726_ns_changes	mdr1_dup_call	mdr1_breakpoint	pm2_dup_call	pm2_breakpoint
SPT15081	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15082	K	CVMNK	N	R	N	I	G	K	G	S		0		0	
SPT15083	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15084	K	CVMNK	I	R	N	I	G	K	A	A		0	PfMDR1_dup_18	0	
SPT15085	K	CVMNK	N	R,C	N,S	I	G	K	A	A		0		0	
SPT15086	K	CVMNK	N	R	N	I	G	K	A	A		0		0	
SPT15087	K,T	CVMNK,CVIET	I	R	N	I	G	K	A	A,S		0		0	
SPT15088	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15089	K	CVMNK	N	R	N	I	G	K	A	A		0		0	
SPT15090	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15091	K	CVMNK	I,N	R	N	I	G,A	K	A	A		0		0	
SPT15092	T,K	CVIET,CVMNK	I	R	N	I	G	K	A	A,S		0		0	
SPT15093	K	CVMNK	N	R	N	I	G	K	A	A		0		0	
SPT15094	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15095	K	CVMNK	I	R	N	I	G	K	G	S		0		0	
SPT15096	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15097	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15098	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15099	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15100	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15101	K,T	CVMNK,CVIET	I,N	R	N	I	G	K	A	A		0		0	
SPT15102	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15103	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15104	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15105	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15106	K	CVMNK	I	R	N	I	G	K	A	A		0	PfMDR1_dup_08	0	
SPT15107	K,T	CVMNK,CVIET	I,N	R	N	I	G	K	A	A		0		0	
SPT15108	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15109	K	CVMNK	I,N	R	N	I	G	K	A	A		0		0	
SPT15110	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15111	K	CVMNK	N,I	R	N	I	G	K	A	A		0		0	
SPT15112	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15113	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15114	K	CVMNK	N,I	R	N	I	G,A	K	A	A		0		0	
SPT15115	K	CVMNK	N,I	R	N	I	G	E,K	A	A		0		0	
SPT15116	K	CVMNK	I,N	R,C	N,S	I	G	K	A	A		0		0	
SPT15117	K	CVMNK	N,I	C,R	S,N	I	G	K	A	A		0		0	
SPT15118	K	CVMNK	N	C	S	I	G	K	A	A		0		0	
SPT15119	K	CVMNK	I	R	N	I	G	K	A	A,S		0		0	
SPT15120	K	CVMNK	N	R	N	I	G	K	A	A		0		0	
SPT15121	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15122	K	CVMNK	I,N	R,C	N,S	I	G	K	A	A		0		0	
SPT15123	K	CVMNK	I,N	R	N	I	G	K	A	A		0		0	PfPlasmepsin_1
SPT15124	K	CVMNK	N	R	N	I	G	K	A	A		0		0	
SPT15125	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15126	K	CVMNK	N,I	C,R	N	I	G	K	A	A		0		0	
SPT15127	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15128	K	CVMNK	N	C	S	I	G	K	A	A		0		0	
SPT15129	K	CVMNK	I	R	N	I	A,G	K	A	S,A		0	PfMDR1_dup_02	0	
SPT15130	K	CVMNK	I,N	R	N	I	G	K	A	A		0		0	
SPT15131	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15132	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15133	K	CVMNK	N	R	N	I	G	K	A	A		0		0	
SPT15134	K	CVMNK	I	R	N	I	G	K	A	S		0		0	
SPT15135	K	CVMNK	I	R	N	I	G,A	K	A	A		0		0	
SPT15136	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15137	K	CVMNK	I	R	N	I	A,G	K	A	S,A		0		0	
SPT15138	K	CVMNK	N	C	S,N	I	G	K	A	A		0		0	
SPT15139	K	CVMNK	I,N	C	N,S	I	G,A	K	A	A,S		0		0	
SPT15140	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15141	K	CVMNK	N	R	N	I	G	K	A	A	A578S	0		0	
SPT15143	K	CVMNK	I,N	R	N	I	G	K	A	A		0		0	
SPT15144	T	CVIET	I	R	N	I	A	K	A	A		0		0	
SPT15146	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15147	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15148	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15149	K	CVMNK	I	R	N	I	G,A	K	A	A		0		0	
SPT15150	K	CVMNK	I,N	R,C	N,S	I	G	K	A	A		0		0	
SPT15151	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15152	K	CVMNK	I	R	N	I	G	K	A	A		0	PfMDR1_dup_22	0	
SPT15153	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15154	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15155	K	CVMNK	I,N	R,C	N,S	I	G	K	A	S,A		0	PfMDR1_dup_03	0	
SPT15156	T	CVIET	I,N	R	N	I	G	K	A	A		0		0	
SPT15157	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15158	K	CVMNK	I	R	N	I	G	K	A	A		0	PfMDR1_dup_12	0	
SPT15159	K	CVMNK	N	C	S	I	G	K	A	A		0		0	
SPT15160	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15173	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15174	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15175	K	CVMNK	I	R	N	I	A	K	A	A		0		0	
SPT15176	T	CVIET	I	R	N	I	G	K	A	A		0		0	
SPT15177	K	CVMNK	I	R	N	I	G	K	A	A	A578S	0		0	
SPT15178	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15180	K	CVMNK	I	R	N	I	G	K	A	A		-1		0	
SPT15181	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15182	K	CVMNK	I	R	N	I	G	K	A	A		-1		0	
SPT15183	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15184	K	CVMNK	I	R	N	I	G	K	A	A		-1		-1	
SPT15185	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15186	K	CVMNK	I	R	N	I	G	K	A	A		-1		0	
SPT15187	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15188	K	CVMNK	I	R	N	I	G	K	A	A	-	-1		-1	
SPT15190	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15191	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15192	K	CVMNK	N	R	N	I	G	K	A	A		0		0	
SPT15193	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15194	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15195	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15197	K	CVMNK	I	R	N	I	G	K	A	A		-1		0	
SPT15198	K	CVMNK	I	R	N	I	G	K	A	A		-1		-1	
SPT15199	K	CVMNK	I	R	N	I	A,G	K	A,G	A,S		0		0	
SPT15200	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15201	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15202	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15203	K	CVMNK	N	R	N	I	G	K	A	A		0		0	
SPT15204	K	CVMNK	I,N	R	N	I	G	K	A	A		0		0	
SPT15205	K	CVMNK	I,N	R,C	N,S	I	G	K	A	A,S		0		0	
SPT15206	K	CVMNK	I	R	N	I	G	K	A	A		-1		-1	
SPT15207	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15208	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15209	K	CVMNK	N	R	N	I	G	K	A	A		0		0	
SPT15210	K	CVMNK	I	R	N	I	G	K	A	S		0		0	
SPT15211	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15212	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15213	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15214	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15215	K	CVMNK	I	R	N	I	G	K	A	A		-1		0	
SPT15216	K	CVMNK	N	C	S	I	G	K	A	A		0		0	
SPT15217	K	CVMNK	I	R	N	I	G	K	A	S		0		0	
SPT15218	K	CVMNK	I	R	N	I	G	K	G,A	S,A		0		0	
SPT15219	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15220	K	CVMNK	I	R	N	I	G	K	A	S		0		0	
SPT15221	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15222	K	CVMNK	I	C,R	N	I	G	K	A	A	-	-1		0	
SPT15223	K	CVMNK	N,I	R	N	I	G	K	A	S,A		0		0	
SPT15224	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15225	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15226	K	CVMNK	I	R	N	I	G	K	G	S	a504d	0		0	
SPT15227	K	CVMNK	I	R	N	I	A	K	A	A		0		0	
SPT15228	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15229	K	CVMNK	I	R	N	I	G	K	A	A	a557s	0		0	
SPT15230	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15231	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15232	K	CVMNK	I,N	R	N	I	G,A	K	A	A		0		0	
SPT15233	K	CVMNK	I	R	N	I	G	K	A	A		0		0	PfPlasmepsin_3
SPT15234	K	CVMNK	I	C	N	I	G	K	A	A		0		0	
SPT15235	K	CVMNK	N	R	N	I	G	K	A	A		0		0	
SPT15236	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15237	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15239	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15240	K	CVMNK	I	R	N	I	G	K	A	A		-1		0	
SPT15241	K	CVMNK	N	R	N	I	G	K	A	A		0		0	
SPT15242	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15243	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15244	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15245	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15246	K	CVMNK	I	R	N	I	G	K	A	A		0	PfMDR1_dup_01	0	
SPT15247	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15248	K	CVMNK	I	R	N	I	G	K	A	A		-1	PfMDR1_dup_08	0	
SPT15249	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15250	K	CVMNK	I	R	N	I	G	K	A	A		-1		0	
SPT15251	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15252	K	CVMNK	I	C	N	I	G	K	A	A		0		0	
SPT15253	K	CVMNK	I	R	N	I	G,A	K	A	A,S		0		0	
SPT15254	K	CVMNK	I	R	N	I	G	K	A	A	A578S	0		0	
SPT15255	K	CVMNK	I	R	N	I	G	K	A	A	-	-1		-1	
SPT15256	K	CVMNK	I	R	N	I	G	K	G	S		0		0	
SPT15257	K	CVMNK	I	C,R	N	I	G	K	A	A		0		0	
SPT15258	K	CVMNK	I	R	N	I	G	K	A	A		-1		0	
SPT15259	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15260	T	CVIET	N	R	N	I	G	K	A	A	C532S	0		0	
SPT15261	K	CVMNK	I	R	N	I	G	K	A	S		0		0	
SPT15262	K	CVMNK	I	R	N	I	G	K	A	A		-1		-1	
SPT15263	K	CVMNK	I	C	N	I	G	K	A	A		0		0	
SPT15264	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
SPT15265	K	CVMNK	I	R	N	I	G	K	A	A	A578S	0		0	
SPT15294	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15296	K	CVMNK	I	R	N	I	A	K	A	A		0		0	
SPT15297	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15298	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15304	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15309	K	CVMNK	I	R	N	I	G	E	G	A		0		0	
SPT15314	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15325	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15327	K	CVMNK	I	R,C	N	I	G	E	A	A		0		0	
SPT15330	K	CVMNK	I	R,C	N	I	G	E	G,A	A		0		0	
SPT15333	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15335	K	CVMNK	I	C	N	I	G	E	A	A		0		0	
SPT15340	K	CVMNK	I	R	N	I	G	E	A,G	A		0		0	
SPT15342	K	CVMNK	I	R	N	I	G	E	A,G	A		0		0	
SPT15346	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15348	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15349	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15352	K,T	CVMNK,CVIET	I	R	N	I	G,A	E,K	A,G	A		0		0	
SPT15356	K	CVMNK	I	C	N	I	A	K	A	A		0		0	
SPT15372	K	CVMNK	I	R	N	I	A,G	E,K	A	A		0		0	
SPT15376	K	CVMNK	I	R	N	I	G	E	G	A		0		0	
SPT15381	K	CVMNK	I	R	N	I	G	E	G	A		0	PfMDR1_dup_02	0	
SPT15389	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15407	T	CVIET	I	R	N	I	G	E	A	A		0		0	
SPT15413	K	CVMNK	I	R	N	I	G	E	G	A		0		0	
SPT15414	T	CVIET	I	R	N	I	G	E	A	A		0		0	
SPT15417	K	CVMNK	I	R,C	N	I	G	E	A	A		0		0	
SPT15420	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15443	K,T	CVMNK,CVIET	I	R	N	I	G	E	A	A		0		0	
SPT15446	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15448	K,T	CVMNK,CVIET	I	R	N	I	G	E	G,A	A		0		0	
SPT15455	K	CVMNK	I	R	N	I	G	E	A	A		0		-1	PfPlasmepsin_1
SPT15456	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15459	K	CVMNK	I	R	N	I	G,A	E,K	A	A		0	PfMDR1_dup_14	0	
SPT15471	K	CVMNK	I	C	N	I	A	K	A	A		0		0	
SPT15483	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15486	T,K	CVIET,CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15491	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15504	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15506	K	CVMNK	I	R,C	N	I	G,A	E,K	G,A	A		0		0	
SPT15511	K	CVMNK	I	C	N	I	G	E	A	A		0		0	
SPT15517	K	CVMNK	I	R	N	I	G	E	G	A		0		0	
SPT15519	K	CVMNK	I	R	N	I	G	E	G	A		0		0	
SPT15522	K,T	CVMNK,CVIET	I	R,C	N	I	G	E	A,G	A		0	PfMDR1_dup_02	0	
SPT15528	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15529	K	CVMNK	I	R	N	I	G	E	A	A	-	-1		-1	
SPT15531	K	CVMNK	I	R	N	I	G	E	G	A		0		0	
SPT15532	K	CVMNK	I	R,C	N	I	A,G	K	A	A	-	0		-1	
SPT15535	K	CVMNK	-	-	-	-	G	-	G	A	-	-1		-1	
SPT15536	K	CVMNK	I	R,C	N	I	G	E	A,G	A		0		0	
SPT15537	T	CVIET	I	R	N	I	G	E	A	A		0		0	
SPT15541	T,K	CVIET,CVMNK	I,N	R,C	N	I	G	E	A,G	A		0		0	
SPT15542	T	CVIET	I	R	N	I	G	E	G	A		0		0	
SPT15543	T	CVIET	I	R	N	I	G	E	A	A		0		0	
SPT15545	K	CVMNK	I	R	N	I	G	E	G,A	A	G358E	-1		0	
SPT15547	K	CVMNK	I	R	N	I	G	E	G	A		0		0	
SPT15548	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15549	K	CVMNK	I	R	N	I	A,G	K,E	A	A		0		0	
SPT15558	K	CVMNK	I	R	N	I	G	E	G,A	A		0		-1	
SPT15562	K	CVMNK	I	R	N	I	G	E	G	A		-1	PfMDR1_dup_08	0	
SPT15563	T	CVIET	I	R	N	I	G	E	A	A		-1		0	
SPT15564	K	CVMNK	I	R	N	L	G	E	A	A		-1		-1	
SPT15565	K	CVMNK	I	R	N	I	A,G	K,E	A	A		0		0	
SPT15566	T	CVIET	I	R	N	I	G	E	A	A		0		-1	
SPT15567	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15571	K	CVMNK	I	C	N	I	G	E	A	A	-	0		-1	
SPT15577	K	CVMNK	I	R	N	I	G	E	G,A	A		0		0	
SPT15579	K	CVMNK	I	C	N	I	G	E	A	A		-1		0	
SPT15580	K	CVMNK	I	R	N	I	G	E	G	A		0		0	
SPT15586	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15587	K	CVMNK	I	R	N	I	G	E	G	A		0		0	
SPT15588	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15589	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15590	K	CVMNK	N	C	N	I	G	E	A	A		0		0	
SPT15591	K	CVMNK	I	R	N	I	G	E	G,A	A		0		0	
SPT15593	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15594	K	CVMNK	I	R	N	I	A	K	A	A	-	-1		-1	
SPT15595	T	CVIET	I	R	N	I	G	E	A	A		-1	PfMDR1_dup_08	0	
SPT15598	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15599	K	CVMNK	-	-	-	I	G	E	A	A	-	-1		-1	
SPT15600	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15602	K,T	CVMNK,CVIET	I	R	N	I	G,A	E,K	A	A		0		0	
SPT15603	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15604	K	CVMNK	I	C	N	I	A	K	A	A		0		0	
SPT15605	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15606	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15607	K	CVMNK	I	R	N	I	G	E	A	A		-1	PfMDR1_dup_17	0	
SPT15608	K	CVMNK	I	R	N	I	G	E	A	A	-	0		-1	
SPT15609	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15611	K,T	CVMNK,CVIET	I	R,C	N	I	G	E	A,G	A	q613e	0		0	
SPT15612	K,T	CVMNK,CVIET*	I	R	N	I	G	E	A,G	A		0		0	
SPT15614	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15615	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15616	K	CVMNK	I	R	N	I	G	E	A,G	A		0		0	
SPT15617	K	CVMNK	I	C	N	I	G	E	A	A	-	-1	PfMDR1_dup_05	-1	
SPT15619	K	CVMNK	I	C,R	N	I	A,G	K,E	A	A		0		0	
SPT15620	K,T	CVMNK,CVIET	I	R	N	I	G	E	A,G	A		0		0	
SPT15621	K	CVMNK	I	R	N	I	G	E	A	A		-1		0	
SPT15622	K	CVMNK	I	R	N	I	G	-	A	A		-1		-1	
SPT15623	T,K	CVIET,CVMNK	I	C,R	N	I	G	E	G	A		0		0	
SPT15625	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15626	T,K	CVIET,CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15627	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15628	K	CVMNK	I	R	N	I	G	E	A	A		0		-1	
SPT15630	K	CVMNK	I	R	N	I	G,A	E,K	A	A		0		0	
SPT15631	T	CVIET	I	R	N	I	G	E	G	A		0		0	
SPT15632	K	CVMNK	I	R	N	I	G	E	A,G	A		0		0	
SPT15633	K	CVMNK	I	C,R	N	I	G	E	A	A		0		0	
SPT15634	K	CVMNK	I	R	N	I	G	E	G,A	A		0		0	
SPT15635	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15636	K	CVMNK	I	R	N	I	G,A	E,K	A,G	A		0		0	
SPT15637	T	CVIET	I	R	N	I	G	E	A	A		0		0	
SPT15638	T	CVIET	I	R	N	I	G	E	A	A		0		0	
SPT15639	K	CVMNK	I	R	N	I	G	E	G	A		0		0	
SPT15640	K	CVMNK	N	C	N	I	A	K	A	A		0		0	
SPT15641	K	CVMNK	I	C,R	N	I	G	E	A	A		0		0	
SPT15642	K	CVMNK	I	R	N	I	G	E	A	A	-	-1		-1	
SPT15643	K	CVMNK	I	R	N	I	G	E	G	A		0		0	
SPT15644	K	CVMNK	I	R	N	I	G	E	G,A	A		0		0	
SPT15645	K	CVMNK	I	R	N	I	G	E	G,A	A		0		0	
SPT15646	K	CVMNK	I	R	N	I	G	E	A	A		0		-1	
SPT15647	K	CVMNK	I	C,R	N	I	G	E	A	A		0		-1	
SPT15649	K	CVMNK	I	C	N	I	A	K	A	A		0		0	
SPT15650	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15653	K	CVMNK	I	R	N	I	G	E	A	A		-1		-1	
SPT15654	K	CVMNK	I	R	N	I	G	E	A	A		0		-1	
SPT15655	T,K	CVIET,CVMNK	I	R	N	I	G	E	G,A	A	-	0		-1	
SPT15656	T	CVIET	I	R	N	I	G	E	A	A		0		-1	
SPT15658	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15659	K	CVMNK	I	R	N	I	G	E,K	A	A	-	0		-1	
SPT15660	K	CVMNK	I	C	N	I	G	E	A	A		0		-1	
SPT15663	T,K	CVIET,CVMNK	I	R,C	N	I	G	E	G,A	A	-	0		0	
SPT15665	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15666	K	CVMNK	I	R	N	I	A	K	A	A		0		0	
SPT15668	K	CVMNK	I	R	N	I	G	E	G	A		0		0	
SPT15669	K	CVMNK	I	R	N	I	A	K	A	A		0		0	
SPT15670	K	CVMNK	I	R	N	I	G	E	G,A	A		0		0	
SPT15671	K	CVMNK	I	R	-	I	A	K	A	A		-1		-1	
SPT15672	T	CVIET	I	R	N	I	G	E	A	A		0		0	
SPT15678	T	CVIET	I	R	N	I	G	E	G	A		0		0	
SPT15679	K	CVMNK	I	R	N	I	G	E	G	A		0		0	
SPT15680	T,K	CVIET,CVMNK	I	R	-	I	G	E	A	A	-	0		-1	
SPT15681	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15682	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15683	K	CVMNK	I	R	N	I	G	E	G	A		0		0	
SPT15684	K	CVMNK	I	R	N	I	G	E	G	A		0		0	
SPT15685	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15686	K	CVMNK	I	R	N	I	G	E	G	A		0		0	
SPT15687	K	CVMNK	I	R	N	I	G	E	G	A		0		0	
SPT15688	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15689	K	CVMNK	I	R	N	I	G	E	A	A		0		0	PfPlasmepsin_1
SPT15690	K	CVMNK	I	R	N	I	G	E	G	A		0		0	
SPT15691	K	CVMNK	I	R	N	I	G	E	A	A	-	0		-1	
SPT15692	K	CVMNK	I	R	N	I	G	E	A,G	A		0		0	
SPT15694	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15695	T	CVIET	I	R	N	I	G	E	G	A		0		0	
SPT15696	K	CVMNK	I	R	N	I	G	E	G	A		0		0	
SPT15697	K	CVMNK	I	R	N	I	G	E	G	A		0		0	
SPT15698	K	CVMNK	I	R	N	I	G	E	G	A		0		0	
SPT15699	T	CVIET	I	R	N	I	G	E	A	A		0		0	
SPT15700	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15701	K	CVMNK	I	R	N	I	G	E	G,A	A		0		0	
SPT15702	K	CVMNK	I	R	N	I	G	E	A,G	A		0		0	
SPT15703	T,K	CVIET,CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15704	K	CVMNK	I	R	N	I	G	E	G	A		0	PfMDR1_dup_03	0	
SPT15705	T	CVIET	I	R	N	I	G	E	A	A		0		0	
SPT15706	K	CVMNK	I	R,C	N	I	G	E	A	A		0		0	
SPT15707	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15708	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15709	K	CVMNK	I	R	N	I	G	E	G	A		0		0	
SPT15710	K	CVMNK	I	R	N	I	G	E	G,A	A		0		0	
SPT15711	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15712	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15713	K	CVMNK	I	R	N	I	G	E	A,G	A		0		0	
SPT15714	K	CVMNK	I	R	N	I	G	E	G	A		0	PfMDR1_dup_09	0	
SPT15715	T,K	CVIET,CVMNK	I	R	N	I	G	E	G,A	A		0		0	
SPT15716	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15717	T	CVIET	I	R	N	I	G	E	G	A		0		0	
SPT15718	K	CVMNK	I	C	N	I	G	E	A	A		0		0	
SPT15719	K	CVMNK	I	R	N	I	G	E	G	A		0		0	
SPT15720	K	CVMNK	I	R	N	I	G	E	G	A		0		0	
SPT15721	K	CVMNK	I	R	N	I	G	E	A	A		0	PfMDR1_dup_05	0	
SPT15722	K	CVMNK	I	R	N	I	G	E	G	A		0		0	
SPT15723	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15724	K	CVMNK	I	R	N	I	G	E	G	A		0		0	
SPT15725	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15726	K	CVMNK	I	R	N	I	G	E	G	A		0		0	
SPT15727	T	CVIET	I	R	N	I	G	E	A	A		0		0	
SPT15728	K	CVMNK	I	R	N	I	G	E	G	A		0		0	
SPT15729	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15730	K	CVMNK	I	R	N	I	G	E	G	A		0		0	
SPT15731	K	CVMNK	I	R	N	I	G	E	G	A		0		0	
SPT15732	K	CVMNK	I	R	N	I	G	E	G	A		0		0	PfPlasmepsin_1
SPT15733	T	CVIET	I	C	N	I	A	K	A	A		0		0	
SPT15734	K	CVMNK	I	R	N	I	G,A	E,K	G,A	A	*	0		0	
SPT15735	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15736	K	CVMNK	I	R	N	I	G	E	G	A		0		0	PfPlasmepsin_1
SPT15737	K	CVMNK	I	R	N	I	G	E	A,G	A		0		0	
SPT15738	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15740	K	CVMNK	I	R	N	I	G	E	A,G	A		0		0	PfPlasmepsin_2
SPT15742	K,T	CVMNK,CVIET	I	R	N	I	G	E	G,A	A		0		0	
SPT15744	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15745	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
SPT15747	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
